Date,Close,Close,Close
2016-01-04,105.349998,201.020004,135.949997
2016-01-05,102.709999,201.360001,135.850006
2016-01-06,100.699997,198.820007,135.169998
2016-01-07,96.449997,194.050003,132.860001
2016-01-08,96.959999,191.919998,131.630005
2016-01-11,98.529999,192.110001,133.229996
2016-01-12,99.959999,193.660004,132.899994
2016-01-13,97.389999,188.830002,131.169998
2016-01-14,99.519997,191.929993,132.910004
2016-01-15,97.129997,187.809998,130.029999
2016-01-19,96.660004,188.059998,128.110001
2016-01-20,96.790001,185.649994,121.860001
2016-01-21,96.300003,186.690002,122.910004
2016-01-22,101.419998,190.520004,122.5
2016-01-25,99.440002,187.639999,122.080002
2016-01-26,99.989998,190.199997,122.589996
2016-01-27,93.419998,188.130005,120.959999
2016-01-28,94.089996,189.110001,122.220001
2016-01-29,97.339996,193.720001,124.790001
2016-02-01,96.43,193.649994,124.830002
2016-02-02,94.480003,190.160004,122.940002
2016-02-03,96.349998,191.300003,124.720001
2016-02-04,96.599998,191.600006,127.650002
2016-02-05,94.019997,187.949997,128.570007
2016-02-08,95.010002,185.419998,126.980003
2016-02-09,94.989998,185.429993,124.07
2016-02-10,94.269997,185.270004,120.190002
2016-02-11,93.699997,182.860001,117.849998
2016-02-12,93.989998,186.630005,121.040001
2016-02-16,96.639999,189.779999,122.739998
2016-02-17,98.120003,192.880005,126.099998
2016-02-18,96.260002,192.089996,132.449997
2016-02-19,96.040001,192.0,133.080002
2016-02-22,96.879997,194.779999,133.770004
2016-02-23,94.690002,192.320007,132.399994
2016-02-24,96.099998,193.199997,132.800003
2016-02-25,96.760002,195.539993,134.5
2016-02-26,96.910004,195.089996,132.029999
2016-02-29,96.690002,193.559998,131.029999
2016-03-01,100.529999,198.110001,134.369995
2016-03-02,100.75,199.0,136.300003
2016-03-03,101.5,199.779999,137.800003
2016-03-04,103.010002,200.429993,137.800003
2016-03-07,101.870003,200.589996,140.149994
2016-03-08,101.029999,198.399994,139.070007
2016-03-09,101.120003,199.380005,140.410004
2016-03-10,101.169998,199.539993,140.190002
2016-03-11,102.260002,202.759995,142.360001
2016-03-14,102.519997,202.5,142.779999
2016-03-15,104.580002,202.169998,142.960007
2016-03-16,105.970001,203.339996,144.789993
2016-03-17,105.800003,204.630005,147.039993
2016-03-18,105.919998,204.380005,147.089996
2016-03-21,105.910004,204.669998,148.630005
2016-03-22,106.720001,204.559998,148.100006
2016-03-23,106.129997,203.210007,145.399994
2016-03-24,105.669998,203.119995,147.949997
2016-03-28,105.190002,203.240005,148.399994
2016-03-29,107.68,205.119995,149.330002
2016-03-30,109.559998,206.020004,148.410004
2016-03-31,108.989998,205.520004,151.449997
2016-04-01,109.989998,206.919998,152.520004
2016-04-04,111.120003,206.25,152.070007
2016-04-05,109.809998,204.190002,150.0
2016-04-06,110.959999,206.419998,150.020004
2016-04-07,108.540001,203.949997,148.25
2016-04-08,108.660004,204.5,149.350006
2016-04-11,109.019997,204.020004,149.25
2016-04-12,110.440002,205.919998,149.630005
2016-04-13,112.040001,208.0,151.229996
2016-04-14,112.099998,208.009995,151.160004
2016-04-15,109.849998,207.779999,151.720001
2016-04-18,107.480003,209.240005,152.529999
2016-04-19,106.910004,209.899994,144.0
2016-04-20,107.129997,210.100006,146.110001
2016-04-21,105.970001,208.970001,149.300003
2016-04-22,105.68,208.970001,148.5
2016-04-25,105.080002,208.610001,148.809998
2016-04-26,104.349998,208.919998,149.080002
2016-04-27,97.82,209.350006,150.470001
2016-04-28,94.830002,207.449997,147.070007
2016-04-29,93.739998,206.330002,145.940002
2016-05-02,93.639999,207.970001,145.270004
2016-05-03,95.18,206.160004,144.130005
2016-05-04,94.190002,205.009995,144.25
2016-05-05,93.239998,204.970001,146.470001
2016-05-06,92.720001,205.720001,147.289993
2016-05-09,92.790001,205.889999,147.339996
2016-05-10,93.419998,208.449997,149.970001
2016-05-11,92.510002,206.5,148.949997
2016-05-12,90.339996,206.559998,148.839996
2016-05-13,90.519997,204.759995,147.720001
2016-05-16,93.879997,206.779999,149.460007
2016-05-17,93.489998,204.850006,148.0
2016-05-18,94.559998,204.910004,147.339996
2016-05-19,94.199997,204.199997,144.929993
2016-05-20,95.220001,205.490005,147.25
2016-05-23,96.43,205.210007,146.770004
2016-05-24,97.900002,207.869995,148.309998
2016-05-25,99.620003,209.279999,151.690002
2016-05-26,100.410004,209.339996,152.440002
2016-05-27,100.349998,210.240005,152.839996
2016-05-31,99.860001,209.839996,153.740005
2016-06-01,98.459999,210.270004,152.509995
2016-06-02,97.720001,210.910004,153.5
2016-06-03,97.919998,210.279999,152.889999
2016-06-06,98.629997,211.350006,152.729996
2016-06-07,99.029999,211.679993,153.330002
2016-06-08,98.940002,212.369995,154.0
2016-06-09,99.650002,212.080002,153.419998
2016-06-10,98.830002,210.070007,152.369995
2016-06-13,97.339996,208.449997,151.279999
2016-06-14,97.459999,208.039993,151.059998
2016-06-15,97.139999,207.75,150.679993
2016-06-16,97.550003,208.369995,151.059998
2016-06-17,95.330002,206.520004,151.990005
2016-06-20,95.099998,207.850006,153.610001
2016-06-21,95.910004,208.440002,154.050003
2016-06-22,95.550003,208.100006,152.919998
2016-06-23,96.099998,210.809998,155.350006
2016-06-24,93.400002,203.240005,146.589996
2016-06-27,92.040001,199.600006,143.5
2016-06-28,93.589996,203.199997,145.699997
2016-06-29,94.400002,206.660004,148.460007
2016-06-30,95.599998,209.479996,151.779999
2016-07-01,95.889999,209.919998,152.350006
2016-07-05,94.989998,208.410004,151.679993
2016-07-06,95.529999,209.660004,152.369995
2016-07-07,95.940002,209.529999,152.600006
2016-07-08,96.68,212.649994,154.460007
2016-07-11,96.980003,213.399994,155.330002
2016-07-12,97.419998,214.949997,157.039993
2016-07-13,96.870003,214.919998,158.020004
2016-07-14,98.790001,216.119995,160.279999
2016-07-15,98.779999,215.830002,159.779999
2016-07-18,99.830002,216.410004,159.860001
2016-07-19,99.870003,216.190002,159.580002
2016-07-20,99.959999,217.089996,161.360001
2016-07-21,99.43,216.270004,160.449997
2016-07-22,98.660004,217.240005,162.070007
2016-07-25,97.339996,216.649994,162.649994
2016-07-26,96.669998,216.75,162.119995
2016-07-27,102.949997,216.520004,161.830002
2016-07-28,104.339996,216.770004,161.369995
2016-07-29,104.209999,217.119995,160.619995
2016-08-01,106.050003,216.940002,161.449997
2016-08-02,104.480003,215.550003,160.580002
2016-08-03,105.790001,216.179993,160.669998
2016-08-04,105.870003,216.410004,161.550003
2016-08-05,107.480003,218.179993,163.5
2016-08-08,108.370003,218.050003,162.039993
2016-08-09,108.809998,218.179993,161.770004
2016-08-10,108.0,217.639999,162.080002
2016-08-11,107.93,218.649994,163.529999
2016-08-12,108.18,218.460007,161.949997
2016-08-15,109.480003,219.089996,161.880005
2016-08-16,109.379997,217.960007,160.699997
2016-08-17,109.220001,218.369995,160.440002
2016-08-18,109.080002,218.860001,161.360001
2016-08-19,109.360001,218.539993,160.039993
2016-08-22,108.510002,218.529999,160.0
2016-08-23,108.849998,218.970001,160.259995
2016-08-24,108.029999,217.850006,159.050003
2016-08-25,107.57,217.699997,158.630005
2016-08-26,106.940002,217.289993,158.320007
2016-08-29,106.82,218.360001,159.720001
2016-08-30,106.0,218.0,159.399994
2016-08-31,106.099998,217.380005,158.880005
2016-09-01,106.730003,217.389999,159.539993
2016-09-02,107.730003,218.369995,159.550003
2016-09-06,107.699997,219.029999,160.350006
2016-09-07,108.360001,219.009995,161.639999
2016-09-08,105.519997,218.509995,159.0
2016-09-09,103.129997,213.279999,155.690002
2016-09-12,105.440002,216.339996,158.289993
2016-09-13,107.949997,213.229996,155.809998
2016-09-14,111.769997,213.149994,154.050003
2016-09-15,115.57,215.279999,155.660004
2016-09-16,114.919998,213.369995,153.839996
2016-09-19,113.580002,213.410004,154.869995
2016-09-20,113.57,213.419998,154.449997
2016-09-21,113.550003,215.820007,155.529999
2016-09-22,114.620003,217.179993,156.110001
2016-09-23,112.709999,215.990005,154.979996
2016-09-26,112.879997,214.240005,153.979996
2016-09-27,113.089996,215.570007,156.770004
2016-09-28,113.949997,216.639999,158.289993
2016-09-29,112.18,214.679993,158.110001
2016-09-30,113.050003,216.300003,158.850006
2016-10-03,112.519997,215.779999,157.610001
2016-10-04,113.0,214.679993,156.460007
2016-10-05,113.050003,215.630005,157.080002
2016-10-06,113.889999,215.779999,156.880005
2016-10-07,114.059998,215.039993,155.669998
2016-10-10,116.050003,216.160004,157.020004
2016-10-11,116.300003,213.429993,154.789993
2016-10-12,117.339996,213.710007,154.289993
2016-10-13,116.980003,213.009995,153.720001
2016-10-14,117.629997,213.119995,154.449997
2016-10-17,117.550003,212.380005,154.770004
2016-10-18,117.470001,213.710007,150.720001
2016-10-19,117.120003,214.279999,151.259995
2016-10-20,117.059998,213.880005,151.520004
2016-10-21,116.599998,213.979996,149.630005
2016-10-24,117.650002,214.889999,150.570007
2016-10-25,118.25,214.169998,150.880005
2016-10-26,115.589996,213.740005,151.809998
2016-10-27,114.480003,213.169998,153.350006
2016-10-28,113.720001,212.539993,152.610001
2016-10-31,113.540001,212.550003,153.690002
2016-11-01,111.489998,211.009995,152.789993
2016-11-02,111.589996,209.740005,151.949997
2016-11-03,109.830002,208.779999,152.369995
2016-11-04,108.839996,208.550003,152.429993
2016-11-07,110.410004,213.149994,155.720001
2016-11-08,111.059998,214.110001,155.169998
2016-11-09,110.879997,216.380005,154.809998
2016-11-10,107.790001,216.919998,160.220001
2016-11-11,108.43,216.419998,161.270004
2016-11-14,105.709999,216.589996,158.210007
2016-11-15,107.110001,218.279999,158.669998
2016-11-16,109.989998,217.869995,159.289993
2016-11-17,109.949997,218.990005,159.800003
2016-11-18,110.059998,218.5,160.389999
2016-11-21,111.730003,220.149994,162.770004
2016-11-22,111.800003,220.580002,162.669998
2016-11-23,111.230003,220.699997,161.979996
2016-11-25,111.790001,221.520004,163.139999
2016-11-28,111.57,220.479996,164.520004
2016-11-29,111.459999,220.910004,163.529999
2016-11-30,110.519997,220.380005,162.220001
2016-12-01,109.489998,219.570007,159.820007
2016-12-02,109.900002,219.679993,160.020004
2016-12-05,109.110001,221.0,159.839996
2016-12-06,109.949997,221.699997,160.350006
2016-12-07,111.029999,224.600006,164.789993
2016-12-08,112.120003,225.149994,165.360001
2016-12-09,113.949997,226.509995,166.520004
2016-12-12,113.300003,226.25,165.5
2016-12-13,115.190002,227.759995,168.289993
2016-12-14,115.190002,225.880005,168.509995
2016-12-15,115.82,226.809998,168.020004
2016-12-16,115.970001,225.039993,166.729996
2016-12-19,116.639999,225.529999,166.679993
2016-12-20,116.949997,226.399994,167.600006
2016-12-21,117.059998,225.770004,167.330002
2016-12-22,116.290001,225.380005,167.059998
2016-12-23,116.519997,225.710007,166.710007
2016-12-27,117.260002,226.270004,167.139999
2016-12-28,116.760002,224.399994,166.190002
2016-12-29,116.730003,224.350006,166.600006
2016-12-30,115.82,223.529999,165.990005
2017-01-03,116.150002,225.240005,167.190002
2017-01-04,116.019997,226.580002,169.259995
2017-01-05,116.610001,226.399994,168.699997
2017-01-06,117.910004,227.210007,169.529999
2017-01-09,118.989998,226.460007,167.649994
2017-01-10,119.110001,226.460007,165.520004
2017-01-11,119.75,227.100006,167.75
2017-01-12,119.25,226.529999,167.949997
2017-01-13,119.040001,227.050003,167.339996
2017-01-17,120.0,226.25,167.889999
2017-01-18,119.989998,226.75,166.800003
2017-01-19,119.779999,225.910004,166.809998
2017-01-20,120.0,226.740005,170.550003
2017-01-23,120.080002,226.149994,171.029999
2017-01-24,119.970001,227.600006,175.899994
2017-01-25,121.879997,229.570007,178.289993
2017-01-26,121.940002,229.330002,178.660004
2017-01-27,121.949997,228.970001,177.300003
2017-01-30,121.629997,227.550003,175.800003
2017-01-31,121.349998,227.529999,174.520004
2017-02-01,128.75,227.619995,174.289993
2017-02-02,128.529999,227.770004,174.580002
2017-02-03,129.080002,229.339996,175.820007
2017-02-06,130.289993,228.929993,175.860001
2017-02-07,131.529999,228.940002,178.460007
2017-02-08,132.039993,229.240005,176.169998
2017-02-09,132.419998,230.600006,177.210007
2017-02-10,132.119995,231.509995,178.679993
2017-02-13,133.289993,232.770004,179.360001
2017-02-14,135.020004,233.699997,180.130005
2017-02-15,135.509995,234.919998,181.679993
2017-02-16,135.350006,234.720001,181.429993
2017-02-17,135.720001,235.089996,180.669998
2017-02-21,136.699997,236.490005,180.259995
2017-02-22,137.110001,236.279999,181.149994
2017-02-23,136.529999,236.440002,181.649994
2017-02-24,136.660004,236.740005,181.350006
2017-02-27,136.929993,237.110001,179.399994
2017-02-28,136.990005,236.470001,179.820007
2017-03-01,139.789993,239.779999,181.949997
2017-03-02,138.960007,238.270004,180.529999
2017-03-03,139.779999,238.419998,180.050003
2017-03-06,139.339996,237.710007,180.470001
2017-03-07,139.520004,237.0,180.380005
2017-03-08,139.0,236.559998,179.449997
2017-03-09,138.679993,236.860001,177.179993
2017-03-10,139.139999,237.690002,177.830002
2017-03-13,139.199997,237.809998,176.460007
2017-03-14,138.990005,236.899994,175.720001
2017-03-15,140.460007,238.949997,175.809998
2017-03-16,140.690002,238.479996,177.240005
2017-03-17,139.990005,237.029999,175.649994
2017-03-20,141.460007,236.770004,175.699997
2017-03-21,139.839996,233.729996,173.880005
2017-03-22,141.419998,234.279999,174.779999
2017-03-23,140.919998,234.029999,174.820007
2017-03-24,140.639999,233.860001,173.830002
2017-03-27,140.880005,233.619995,173.770004
2017-03-28,143.800003,235.320007,174.509995
2017-03-29,144.119995,235.539993,173.940002
2017-03-30,143.929993,236.289993,173.860001
2017-03-31,143.660004,235.740005,174.139999
2017-04-03,143.699997,235.330002,174.5
2017-04-04,144.770004,235.479996,174.520004
2017-04-05,144.020004,234.779999,172.880005
2017-04-06,143.660004,235.440002,172.449997
2017-04-07,143.339996,235.199997,172.139999
2017-04-10,143.169998,235.339996,171.199997
2017-04-11,141.630005,235.059998,170.580002
2017-04-12,141.800003,234.029999,170.660004
2017-04-13,141.050003,232.509995,169.529999
2017-04-17,141.830002,234.570007,171.100006
2017-04-18,141.199997,233.869995,170.050003
2017-04-19,140.679993,233.440002,161.690002
2017-04-20,142.440002,235.339996,162.300003
2017-04-21,142.270004,234.589996,160.380005
2017-04-24,143.639999,237.169998,160.75
2017-04-25,144.529999,238.550003,160.389999
2017-04-26,143.679993,238.399994,160.059998
2017-04-27,143.789993,238.600006,160.320007
2017-04-28,143.649994,238.080002,160.289993
2017-05-01,146.580002,238.679993,158.839996
2017-05-02,147.509995,238.770004,159.100006
2017-05-03,147.059998,238.479996,158.630005
2017-05-04,146.529999,238.759995,159.050003
2017-05-05,148.960007,239.699997,155.050003
2017-05-08,153.009995,239.660004,153.029999
2017-05-09,153.990005,239.440002,152.110001
2017-05-10,153.259995,239.869995,151.25
2017-05-11,153.949997,239.380005,150.649994
2017-05-12,156.100006,238.979996,150.369995
2017-05-15,155.699997,240.300003,151.509995
2017-05-16,155.470001,240.080002,153.679993
2017-05-17,150.25,235.820007,150.929993
2017-05-18,152.539993,236.770004,150.779999
2017-05-19,153.059998,238.309998,151.979996
2017-05-22,153.990005,239.520004,152.639999
2017-05-23,153.800003,240.050003,152.029999
2017-05-24,153.339996,240.610001,152.509995
2017-05-25,153.869995,241.759995,153.199997
2017-05-26,153.610001,241.710007,152.490005
2017-05-30,153.669998,241.5,151.729996
2017-05-31,152.759995,241.440002,152.630005
2017-06-01,153.179993,243.360001,152.669998
2017-06-02,155.449997,244.169998,152.050003
2017-06-05,153.929993,243.990005,152.410004
2017-06-06,154.449997,243.210007,152.369995
2017-06-07,155.369995,243.660004,150.979996
2017-06-08,154.990005,243.779999,152.100006
2017-06-09,148.979996,243.410004,154.100006
2017-06-12,145.419998,243.360001,155.179993
2017-06-13,146.589996,244.550003,154.25
2017-06-14,145.160004,244.240005,153.809998
2017-06-15,144.289993,243.770004,154.220001
2017-06-16,142.270004,242.639999,155.380005
2017-06-19,146.339996,244.660004,154.839996
2017-06-20,145.009995,243.009995,154.949997
2017-06-21,145.869995,242.949997,153.789993
2017-06-22,145.630005,242.839996,154.399994
2017-06-23,146.279999,243.130005,154.110001
2017-06-26,145.820007,243.289993,155.229996
2017-06-27,143.729996,241.330002,154.75
2017-06-28,145.830002,243.490005,155.320007
2017-06-29,143.679993,241.350006,154.130005
2017-06-30,144.020004,241.800003,153.830002
2017-07-03,143.5,242.210007,155.580002
2017-07-05,144.089996,242.770004,153.669998
2017-07-06,142.729996,240.550003,152.360001
2017-07-07,144.179993,242.110001,152.940002
2017-07-10,145.059998,242.369995,153.419998
2017-07-11,145.529999,242.190002,153.190002
2017-07-12,145.740005,244.009995,153.699997
2017-07-13,147.770004,244.419998,153.630005
2017-07-14,149.039993,245.559998,154.240005
2017-07-17,149.559998,245.529999,153.009995
2017-07-18,150.080002,245.660004,154.0
2017-07-19,151.020004,246.990005,147.529999
2017-07-20,150.339996,247.100006,147.660004
2017-07-21,150.270004,246.880005,147.080002
2017-07-24,152.089996,246.820007,145.990005
2017-07-25,152.740005,247.419998,146.190002
2017-07-26,153.460007,247.429993,145.360001
2017-07-27,150.559998,247.199997,145.070007
2017-07-28,149.5,246.910004,144.289993
2017-07-31,148.729996,246.770004,144.669998
2017-08-01,150.050003,247.320007,145.300003
2017-08-02,157.139999,247.440002,144.449997
2017-08-03,155.570007,246.960007,144.940002
2017-08-04,156.389999,247.410004,145.160004
2017-08-07,158.809998,247.869995,143.470001
2017-08-08,160.080002,247.259995,142.110001
2017-08-09,161.059998,247.25,141.770004
2017-08-10,155.320007,243.759995,141.839996
2017-08-11,157.479996,244.119995,141.839996
2017-08-14,159.850006,246.539993,142.320007
2017-08-15,161.600006,246.509995,142.070007
2017-08-16,160.949997,246.940002,142.5
2017-08-17,157.860001,243.089996,140.699997
2017-08-18,157.5,242.710007,139.699997
2017-08-21,157.210007,242.899994,140.330002
2017-08-22,159.779999,245.440002,141.009995
2017-08-23,159.979996,244.559998,142.139999
2017-08-24,159.270004,243.990005,142.940002
2017-08-25,159.860001,244.559998,143.740005
2017-08-28,161.470001,244.570007,142.509995
2017-08-29,162.910004,244.850006,143.139999
2017-08-30,163.350006,246.009995,142.559998
2017-08-31,164.0,247.490005,143.029999
2017-09-01,164.050003,247.839996,144.080002
2017-09-05,162.080002,246.059998,143.039993
2017-09-06,161.910004,246.899994,143.820007
2017-09-07,161.259995,246.869995,142.899994
2017-09-08,158.630005,246.580002,142.449997
2017-09-11,161.5,249.210007,144.860001
2017-09-12,160.860001,250.050003,145.759995
2017-09-13,159.649994,250.169998,145.990005
2017-09-14,158.279999,250.089996,145.539993
2017-09-15,159.880005,249.190002,144.820007
2017-09-18,158.669998,249.720001,144.550003
2017-09-19,158.729996,249.970001,144.389999
2017-09-20,156.070007,250.059998,145.880005
2017-09-21,153.389999,249.389999,145.259995
2017-09-22,151.889999,249.440002,145.130005
2017-09-25,150.550003,248.929993,145.869995
2017-09-26,153.139999,249.080002,146.559998
2017-09-27,154.229996,250.050003,145.660004
2017-09-28,153.279999,250.350006,145.660004
2017-09-29,154.119995,251.229996,145.080002
2017-10-02,153.809998,252.320007,146.660004
2017-10-03,154.479996,252.860001,146.779999
2017-10-04,153.479996,253.160004,146.479996
2017-10-05,155.389999,254.660004,146.720001
2017-10-06,155.300003,254.369995,146.479996
2017-10-09,155.839996,253.949997,147.389999
2017-10-10,155.899994,254.619995,148.5
2017-10-11,156.550003,255.020004,147.619995
2017-10-12,156.0,254.639999,147.029999
2017-10-13,156.990005,254.949997,147.100006
2017-10-16,159.880005,255.289993,146.830002
2017-10-17,160.470001,255.470001,146.539993
2017-10-18,159.759995,255.720001,159.529999
2017-10-19,155.979996,255.789993,160.899994
2017-10-20,156.25,257.109985,162.070007
2017-10-23,156.169998,256.109985,159.550003
2017-10-24,157.100006,256.559998,155.880005
2017-10-25,156.410004,255.289993,153.5
2017-10-26,157.410004,255.619995,153.600006
2017-10-27,163.050003,257.709991,153.679993
2017-10-30,166.720001,256.75,154.360001
2017-10-31,169.039993,257.149994,154.059998
2017-11-01,166.889999,257.48999,154.029999
2017-11-02,168.110001,257.589996,153.350006
2017-11-03,172.5,258.450012,151.580002
2017-11-06,174.25,258.850006,150.839996
2017-11-07,174.809998,258.670013,151.350006
2017-11-08,176.240005,259.109985,151.570007
2017-11-09,175.880005,258.170013,150.300003
2017-11-10,174.669998,258.089996,149.160004
2017-11-13,173.970001,258.329987,148.399994
2017-11-14,171.339996,257.730011,148.889999
2017-11-15,169.080002,256.440002,147.100006
2017-11-16,171.100006,258.619995,149.119995
2017-11-17,170.149994,257.859985,148.970001
2017-11-20,169.979996,258.299988,150.509995
2017-11-21,173.139999,259.98999,151.949997
2017-11-22,174.960007,259.76001,151.770004
2017-11-24,174.970001,260.359985,151.839996
2017-11-27,174.089996,260.230011,151.979996
2017-11-28,173.070007,262.869995,152.470001
2017-11-29,169.479996,262.709991,153.550003
2017-11-30,171.850006,265.01001,153.970001
2017-12-01,171.050003,264.459991,154.759995
2017-12-04,169.800003,264.140015,156.460007
2017-12-05,169.639999,263.190002,155.350006
2017-12-06,169.009995,263.23999,154.100006
2017-12-07,169.320007,264.070007,153.570007
2017-12-08,169.369995,265.51001,154.809998
2017-12-11,172.669998,266.309998,155.410004
2017-12-12,171.699997,266.779999,156.740005
2017-12-13,172.270004,266.75,153.910004
2017-12-14,172.220001,265.660004,154.0
2017-12-15,173.970001,266.51001,152.5
2017-12-18,176.419998,268.200012,153.330002
2017-12-19,174.539993,267.170013,153.229996
2017-12-20,174.350006,267.029999,152.949997
2017-12-21,175.009995,267.579987,151.5
2017-12-22,175.009995,267.51001,152.5
2017-12-26,170.570007,267.190002,152.830002
2017-12-27,170.600006,267.320007,153.130005
2017-12-28,171.080002,267.869995,154.039993
2017-12-29,169.229996,266.859985,153.419998
2018-01-01,,,
2018-01-02,172.259995,268.769989,154.25
2018-01-03,172.229996,270.470001,158.490005
2018-01-04,173.029999,271.609985,161.699997
2018-01-05,175.0,273.420013,162.490005
2018-01-08,174.350006,273.920013,163.470001
2018-01-09,174.330002,274.540009,163.830002
2018-01-10,174.289993,274.119995,164.179993
2018-01-11,175.279999,276.119995,164.199997
2018-01-12,177.089996,277.920013,163.139999
2018-01-15,,,
2018-01-16,176.190002,276.970001,163.850006
2018-01-17,179.100006,279.609985,168.649994
2018-01-18,179.259995,279.140015,169.119995
2018-01-19,178.460007,280.410004,162.369995
2018-01-22,177.0,282.690002,162.600006
2018-01-23,177.039993,283.290009,166.25
2018-01-24,174.220001,283.179993,165.369995
2018-01-25,171.110001,283.299988,165.470001
2018-01-26,171.509995,286.579987,167.339996
2018-01-29,167.960007,284.679993,166.800003
2018-01-30,166.970001,281.76001,163.619995
2018-01-31,167.429993,281.899994,163.699997
2018-02-01,167.779999,281.579987,162.399994
2018-02-02,160.5,275.450012,159.029999
2018-02-05,156.490005,263.929993,152.529999
2018-02-06,163.029999,269.130005,155.339996
2018-02-07,159.539993,267.670013,153.850006
2018-02-08,155.149994,257.630005,147.589996
2018-02-09,156.410004,261.5,149.509995
2018-02-12,162.710007,265.339996,151.399994
2018-02-13,164.339996,266.0,150.75
2018-02-14,167.369995,269.589996,154.759995
2018-02-15,172.990005,273.029999,156.009995
2018-02-16,172.429993,273.109985,156.179993
